#字頭	聲母	韻母	陰陽	四聲	小韻	釋義
號	曉	孤	陽	平	豪	哭號又大呼也
鰲	我	孤	陽	平	鰲	嚴豪切大魚也
獒	我	孤	陽	平	鰲	大犬高四尺
嗷	我	孤	陽	平	鰲	衆口嗷嗷待餔也
嗸	我	孤	陽	平	鰲	同上【嗷】（衆口嗷嗷待餔也）
𦪈	我	孤	陽	平	鰲	船底中間突木處也
翺	我	孤	陽	平	鰲	翺翔舉翔飛也
螯	我	孤	陽	平	鰲	海蛤又大足
璈	我	孤	陽	平	鰲	樂名
古	古	孤	陰	上	古	遠代也又久也故也老也
估	古	孤	陰	上	古	計物之價值也
罟	古	孤	陰	上	古	網罟
詁	古	孤	陰	上	古	訓詁通今古之言而明其故也
牯	古	孤	陰	上	古	牯牛
嘏	古	孤	陰	上	古	福也
皷	古	孤	陰	上	古	鐘鼓
鼓	古	孤	陰	上	古	鐘鼓又鼓舞
瞽	古	孤	陰	上	古	無目之人曰瞽
羖	古	孤	陰	上	古	牡羊
股	古	孤	陰	上	古	大脾曰股
賈	古	孤	陰	上	古	商賈行貨曰商坐貨曰賈
蠱	古	孤	陰	上	古	壞也腹中蟲也又亂也惑也又中毒曰蠱又易卦名
盬	古	孤	陰	上	古	不堅固也
覩	端	孤	陰	上	覩	見也
睹	端	孤	陰	上	覩	同上【覩】（見也）
倒	端	孤	陰	上	覩	仆也顛也
賭	端	孤	陰	上	覩	賭博
堵	端	孤	陰	上	覩	卑牆
禱	端	孤	陰	上	覩	祈禱
擣	端	孤	陰	上	覩	手推也築也敲也舂也
幬	端	孤	陰	上	覩	覆幬
燾	端	孤	陰	上	覩	薄覆熙也
島	端	孤	陰	上	覩	海島
搗	端	孤	陰	上	覩	搗藥
祖	精	孤	陰	上	祖	祖宗
組	精	孤	陰	上	祖	綬也織也
早	精	孤	陰	上	祖	早晨又先也
蚤	精	孤	陰	上	祖	同上【早】（早晨又先也）
澡	精	孤	陰	上	祖	洗滌
藻	精	孤	陰	上	祖	水草也
璪	精	孤	陰	上	祖	玉飾也
棗	精	孤	陰	上	祖	果名
甫	非	孤	陰	上	甫	大也始也我也衆也美也又男子美稱也
簠	非	孤	陰	上	甫	簠簋宗廟盛黍稷之器
黼	非	孤	陰	上	甫	黼敝黼黑相茨之紋
釜	非	孤	陰	上	甫	鑊也又斗屬
斧	非	孤	陰	上	甫	斧鉞
府	非	孤	陰	上	甫	府縣官府又藏也聚也藏貨財曰府
俯	非	孤	陰	上	甫	俯仰低頭也
撫	非	孤	陰	上	甫	安慰也又擊也
腑	非	孤	陰	上	甫	腑肺
拊	非	孤	陰	上	甫	循也詩拊我畜我防其驚懼拊循也又拊而勉之又擊也拍也
頫	非	孤	陰	上	甫	底頭也又音跳
俛	非	孤	陰	上	甫	同上又音免(底頭也又音跳）
苦	非	孤	陰	上	甫	辛苦
琥	非	孤	陰	上	甫	琥珀
虎	非	孤	陰	上	甫	虎狼猛首也
蒲	非	孤	陰	上	甫	腊肉也
補	幫	孤	陰	上	補	益也瑱也又補綴衣也數也十兆曰經十經曰垓十垓曰補
浦	幫	孤	陰	上	補	水濱也又合浦地名
圃	幫	孤	陰	上	補	園圃
保	幫	孤	陰	上	補	抱也全之也安也托也養也依也守也又地保保甲
褓	幫	孤	陰	上	補	襁褓約小兒于背者又小兒被爲褓即裼也
葆	幫	孤	陰	上	補	草盛貌又稻藏也
寶	幫	孤	陰	上	補	珍寶
宝	幫	孤	陰	上	補	同上【寶】（珍寶）
堡	幫	孤	陰	上	補	堤也障也堡障小城也
鴇	幫	孤	陰	上	補	鳥名似雁而大無後趾
埔	幫	孤	陰	上	補	塲埔
祜	云	孤	陰	上	祜	福也
滸	云	孤	陰	上	祜	水涯也
塢	云	孤	陰	上	祜	塢障也山阿也壘壁也
鄔	云	孤	陰	上	祜	地名又姓
土	透	孤	陰	上	土	地之泥也又五行之一
討	透	孤	陰	上	土	誅討征誅又尋也取也求也
稿	見	孤	陰	上	稿	苗之枯也又草稿
槁	見	孤	陰	上	稿	同上【稿】（苗之枯也又草稿）
皜	見	孤	陰	上	稿	潔白貌
縞	見	孤	陰	上	稿	鮮白色又繒之精白者曰縞
鎬	見	孤	陰	上	稿	豐鎬地名
暠	見	孤	陰	上	稿	暠明也
杲	見	孤	陰	上	稿	日出也又明也
藁	見	孤	陰	上	稿	文字之草藁
皥	見	孤	陰	上	稿	廣大自得之貌又明也
槀	見	孤	陰	上	稿	禾稈也
草	清	孤	陰	上	草	草木
艸	清	孤	陰	上	草	同上【草】（草木）
襖	亞	孤	陰	上	襖	綿襖袍也
薁	亞	孤	陰	上	襖	薁登
懊	亞	孤	陰	上	襖	悔恨
媼	亞	孤	陰	上	襖	老女之稱
好	曉	孤	陰	上	好	美也
嫂	心	孤	陰	上	嫂	稱兄之妻曰嫂
㛮	心	孤	陰	上	嫂	同上【嫂】（稱兄之妻曰嫂）
獠	來	孤	陰	上	獠	村獠呆獠鄙陋之稱
普	滂	孤	陰	上	普	遍也
溥	滂	孤	陰	上	普	溥漠
譜	滂	孤	陰	上	普	宗譜畫譜
數	審	孤	陰	上	數	深保切數數
母	明	孤	陽	上	母	父母
姆	明	孤	陽	上	母	嬸姆又女師也
侮	明	孤	陽	上	母	侮慢侵侮輕侮戲弄也
憮	明	孤	陽	上	母	愛也媚也又悵然失意貌又不動也
膴	明	孤	陽	上	母	華膴厚祿也
廡	明	孤	陽	上	母	堂下周廊即大屋四邊重簷也又豐茂也又音無
武	明	孤	陽	上	母	武將威也鬪也勇也剛也烈也
舞	明	孤	陽	上	母	歌舞鼓舞又舞弄
儛	明	孤	陽	上	母	朝儛齊國山名
鵡	明	孤	陽	上	母	鸚鵡
碔	明	孤	陽	上	母	碔砆石似玉者
珷	明	孤	陽	上	母	同上【碔】（碔砆石似玉者）
無	明	孤	陽	上	母	有無
魯	泥	孤	陽	上	魯	遲鈍也又國名
櫓	泥	孤	陽	上	魯	撐船之具
虜	泥	孤	陽	上	魯	虜掠又夷虜
擄	泥	孤	陽	上	魯	擄掠
艣	泥	孤	陽	上	魯	似槳而長亦撐船之具
鹵	泥	孤	陽	上	魯	魯莽輕躁貌
腦	泥	孤	陽	上	魯	頂髓也
惱	泥	孤	陽	上	魯	煩惱
瑙	泥	孤	陽	上	魯	瑪瑙
駑	泥	孤	陽	上	魯	駑駘不乘也
碯	泥	孤	陽	上	魯	與瑙同
弩	泥	孤	陽	上	魯	弓弩
努	泥	孤	陽	上	魯	努力勉也
婦	非	孤	陽	上	婦	女人之稱又妻也
媍	非	孤	陽	上	婦	同上【婦】（女人之稱又妻也）
肚	透	孤	陽	上	肚	腹也
老	來	孤	陽	上	老	年高曰老
抱	滂	孤	陽	上	抱	懷也持也
故	古	孤	陰	去	故	舊也死也事之緣由也
顧	古	孤	陰	去	故	視也念也思也
頋	古	孤	陰	去	故	同上【顧】（視也念也思也）
僱	古	孤	陰	去	故	僱倩召人役使曰僱工
雇	古	孤	陰	去	故	同上【僱】（僱倩召人役使曰僱工）
固	古	孤	陰	去	故	堅固又執帶也
錮	古	孤	陰	去	故	鑄銅鐵以塞隙也又禁錮又黨錮
痼	古	孤	陰	去	故	久困之疾
素	心	孤	陰	去	素	樸素也又現在也
愫	心	孤	陰	去	素	誠也惋也真情也
訴	心	孤	陰	去	素	告也訟也
朔	心	孤	陰	去	素	同上【訴】（告也訟也）
遡	心	孤	陰	去	素	自後曰論前時事曰追遡又遡洄遊謂流而上下也
掃	心	孤	陰	去	素	除穢也棄也
埽	心	孤	陰	去	素	埽箒
富	非	孤	陰	去	富	豐於財也
副	非	孤	陰	去	富	佐也貳也稱也又后夫人祭服之首飾
賦	非	孤	陰	去	富	稅也役也又詞賦
庫	非	孤	陰	去	富	貯財之府
褲	非	孤	陰	去	富	下衣
戽	非	孤	陰	去	富	戽水之斗
蠹	端	孤	陰	去	蠹	食木蟲又蛀也
妬	端	孤	陰	去	蠹	忌也
妒	端	孤	陰	去	蠹	同上【妬】（忌也）
斁	端	孤	陰	去	蠹	敗也又音亦
到	端	孤	陰	去	蠹	至也
布	幫	孤	陰	去	布	布帛又陳列也
佈	幫	孤	陰	去	布	敷也
怖	幫	孤	陰	去	布	惶恐也
報	幫	孤	陰	去	布	報答報告報復又報木又走報復
报	幫	孤	陰	去	布	同上【報】（報答報告報復又報木又走報復）
數	審	孤	陰	去	數	數目又計也
惡	云	孤	陰	去	惡	烏去聲憎惡羞惡
吐	透	孤	陰	去	吐	嘔吐
兔	透	孤	陰	去	吐	獸名
菟	透	孤	陰	去	吐	兔絲草
套	透	孤	陰	去	吐	格套又假冒曰套
好	曉	孤	陰	去	好	愛慕
靠	曉	孤	陰	去	好	倚賴也
耗	曉	孤	陰	去	好	損耗敗也減也
犒	曉	孤	陰	去	好	犒賞餉軍士也
躁	清	孤	陰	去	躁	浮躁妄動也急進也
噪	清	孤	陰	去	躁	群鳥鳴聲
糙	清	孤	陰	去	躁	米糙
懆	清	孤	陰	去	躁	憂貌
造	清	孤	陰	去	躁	至也詣也進也又造次
醋	清	孤	陰	去	躁	酒醋
措	清	孤	陰	去	躁	處置也安著也施布也又委置也
厝	清	孤	陰	去	躁	同上膘又安頓也(處置也安著也施布也又委置也）
錯	清	孤	陰	去	躁	捨置也又倉入聲礪石也
奥	亞	孤	陰	去	奥	深奧又室西南隅爲奧
澳	亞	孤	陰	去	奥	澳門
告	見	孤	陰	去	告	啓也報也命也又告語告示
誥	見	孤	陰	去	告	誥詔上告下曰誥
竈	精	孤	陰	去	竈	炊竈也
灶	精	孤	陰	去	竈	同上【竈】（炊竈也）
耄	明	孤	陰	去	耄	年九十曰耄
眊	明	孤	陰	去	耄	目不明也
𦒷	明	孤	陰	去	耄	與耄同
鋪	滂	孤	陰	去	鋪	店肆
父	非	孤	陽	去	父	父母
駙	非	孤	陽	去	父	駙馬王親也
鮒	非	孤	陽	去	父	魚名
祔	非	孤	陽	去	父	合食先祖曰祔食又合葬曰祔
附	非	孤	陽	去	父	附寄附麗託附附近附益又依附
腐	非	孤	陽	去	父	腐爛
輔	非	孤	陽	去	父	扶助也又輔弼官也又四輔星名又車輔兩旁夾車木也
負	非	孤	陽	去	父	背負又孤負
賻	非	孤	陽	去	父	以貨財助喪事曰賻
傅	非	孤	陽	去	父	師傅
赴	非	孤	陽	去	父	赴奔也至也趨也就也
訃	非	孤	陽	去	父	訃音報喪曰訃
付	非	孤	陽	去	父	畀也授也又分付
仆	非	孤	陽	去	父	偃也僵也臥也
路	來	孤	陽	去	路	道也
輅	來	孤	陽	去	路	殷之車名
賂	來	孤	陽	去	路	賄賂又遺也贈也
露	來	孤	陽	去	路	雨露又顯露又暴露
鷺	來	孤	陽	去	路	鳥名
潞	來	孤	陽	去	路	地名
璐	來	孤	陽	去	路	玉名
簬	來	孤	陽	去	路	美竹可爲箭者
潦	來	孤	陽	去	路	水名又道上無源之水曰行潦
勞	來	孤	陽	去	路	慰勞
務	明	孤	陽	去	務	專力也
霧	明	孤	陽	去	務	雲霧烟霧
暮	明	孤	陽	去	務	夕也晚也
慕	明	孤	陽	去	務	愛也思也戀也
墓	明	孤	陽	去	務	墳墓
募	明	孤	陽	去	務	募化廣求也又招募
騖	明	孤	陽	去	務	馳逐也
戊	明	孤	陽	去	務	干名
帽	明	孤	陽	去	務	頭衣也又巾屬也
媢	明	孤	陽	去	務	媢嫉妬也忌也
瑁	明	孤	陽	去	務	圭也方四寸天子執之音昧
冒	明	孤	陽	去	務	犯也又覆冒干冒貪又假稱曰冒
戶	云	孤	陽	去	戶	門戶
互	云	孤	陽	去	戶	交互相迭也
沍	云	孤	陽	去	戶	塞閉謂堅固之音閉塞不通也
護	云	孤	陽	去	戶	擁護救護
濩	云	孤	陽	去	戶	布濩流散也又湯藥名
矱	云	孤	陽	去	戶	度也矩矱
祚	精	孤	陽	去	祚	福也又後裔
胙	精	孤	陽	去	祚	祭肉
阼	精	孤	陽	去	祚	阼階東階也
做	精	孤	陽	去	祚	作事曰做
造	精	孤	陽	去	祚	建也作也爲也始也
皂	精	孤	陽	去	祚	黑色又皂隸
步	幫	孤	陽	去	步	足行曰步
部	幫	孤	陽	去	步	屬也分也又部曲又六部官名
蔀	幫	孤	陽	去	步	草名又障蔽光明也又蔀屋
簿	幫	孤	陽	去	步	籍也領也又手販也
捕	幫	孤	陽	去	步	擒也捉也
暴	幫	孤	陽	去	步	虐也猛也驟也橫也急也又徒手搏獸曰暴
瀑	幫	孤	陽	去	步	疾雨也又音僕飛泉懸水
鑤	幫	孤	陽	去	步	刺草之器
度	端	孤	陽	去	度	法度躔度又度量
渡	端	孤	陽	去	度	濟也過海之舟
鍍	端	孤	陽	去	度	以金物也
杜	端	孤	陽	去	度	木名又絕也又杜鵑鳥名
稌	端	孤	陽	去	度	黍稌禾名
稻	端	孤	陽	去	度	禾也穀也
道	端	孤	陽	去	度	道理道路道引又治也言也
導	端	孤	陽	去	度	引也教也教迪也
蹈	端	孤	陽	去	度	履蹈踐也
悼	端	孤	陽	去	度	傷也哀也憐也
盜	端	孤	陽	去	度	盜賊偷盜
號	曉	孤	陽	去	號	號令召也名稱也諡也
浩	曉	孤	陽	去	號	盛大貌
昊	曉	孤	陽	去	號	昊天
灝	曉	孤	陽	去	號	夷曠也又水勢遠也
顥	曉	孤	陽	去	號	大也
皓	曉	孤	陽	去	號	白也
傲	我	孤	陽	去	傲	驕也慢也倨也
敖	我	孤	陽	去	傲	怠惰
鏊	我	孤	陽	去	傲	餅鏊
遨	我	孤	陽	去	傲	遨遊
鷔	我	孤	陽	去	傲	不祥鳥有此鳥集大荒國名
奡	我	孤	陽	去	傲	人名
怒	泥	孤	陽	去	怒	忿恨也
鴛	以	鴛	陰	平	鴛	鴛鴦水鳥
鵷	以	鴛	陰	平	鴛	鸞鳳之屬
淵	以	鴛	陰	平	鴛	深水也
囦	以	鴛	陰	平	鴛	古淵字
冤	以	鴛	陰	平	鴛	枉也屈也
喧	曉	鴛	陰	平	喧	譁也
諠	曉	鴛	陰	平	喧	同上【喧】（譁也）
諼	曉	鴛	陰	平	喧	忘也譁也器也
暄	曉	鴛	陰	平	喧	日暖也溫也
晅	曉	鴛	陰	平	喧	日氣
烜	曉	鴛	陰	平	喧	曝也又光明也
萱	曉	鴛	陰	平	喧	忘憂草也又輔曰椿母曰萱
棬	曉	鴛	陰	平	喧	桮棬巵匜之屬屈木爲之
圈	曉	鴛	陰	平	喧	圓也又圈點
塤	曉	鴛	陰	平	喧	樂器土曰塤竹曰篪
儇	曉	鴛	陰	平	喧	利也又薄也
壎	曉	鴛	陰	平	喧	與塤同
捐	古	鴛	陰	平	捐	棄也委也
睊	古	鴛	陰	平	捐	側目視也
涓	古	鴛	陰	平	捐	水流貌滴也選也潔也
悁	古	鴛	陰	平	捐	悁悁猶悒悒未平貌
娟	古	鴛	陰	平	捐	嬋娟美好也
鞙	古	鴛	陰	平	捐	長貌
鵑	古	鴛	陰	平	捐	杜鵑鳥名
蠲	古	鴛	陰	平	捐	蠲免蠲除蠲潔
蜎	古	鴛	陰	平	捐	蟲行貌
攣	來	鴛	陰	平	攣	拘攣曲也又係也
挛	來	鴛	陰	平	攣	同上【攣】（拘攣曲也又係也）
欒	來	鴛	陰	平	攣	欒欒瘠貌
宣	心	鴛	陰	平	宣	著也明也布也召也
瑄	心	鴛	陰	平	宣	璧之六寸者曰瑄
悛	心	鴛	陰	平	宣	改也止也
孫	心	鴛	陰	平	宣	子孫也
酸	心	鴛	陰	平	宣	食物有鹹有酸又人之貧陋者曰寒酸事之可傷者曰心酸
猻	心	鴛	陰	平	宣	猻貌猴猻
蓀	心	鴛	陰	平	宣	木之芽
飧	心	鴛	陰	平	宣	日食朝曰饔夕曰飧
𩆑	心	鴛	陰	平	宣	小雨
痠	心	鴛	陰	平	宣	痛也
專	照	鴛	陰	平	專	一也獨也擅也
耑	照	鴛	陰	平	專	同上【專】（一也獨也擅也）
磚	照	鴛	陰	平	專	土之有模而出者或泥磚或火磚整牆用
甎	照	鴛	陰	平	專	同上【磚】（土之有模而出者或泥磚或火磚整牆用）
剸	照	鴛	陰	平	專	割也
鱄	照	鴛	陰	平	專	魚名魚美也又姓也
川	穿	鴛	陰	平	川	山川衆流也又川穿也謂穿地而流也
穿	穿	鴛	陰	平	川	貫也鑿也
尊	精	鴛	陰	平	尊	尊長崇也重也貴也敬也
端	端	鴛	陰	平	端	正也事之始曰發端有頭緒曰端緒
村	清	鴛	陰	平	村	鄉落曰村
邨	清	鴛	陰	平	村	同上【村】（鄉落曰村）
玄	以	鴛	陽	平	玄	幽深也寂也微也又黑色
泫	以	鴛	陽	平	玄	流涕也
眩	以	鴛	陽	平	玄	瞶亂也目無常明也
衒	以	鴛	陽	平	玄	行以自賣也
員	以	鴛	陽	平	玄	有物敬人又官員又方員又幅
圓	以	鴛	陽	平	玄	不方也
𢄙	以	鴛	陽	平	玄	周也又幅𢄙
圜	以	鴛	陽	平	玄	與圓同
园	以	鴛	陽	平	玄	無圭角也
椽	以	鴛	陽	平	玄	榱也桷也又木名
園	以	鴛	陽	平	玄	苑有垣也
緣	以	鴛	陽	平	玄	因也由也
袁	以	鴛	陽	平	玄	長衣貌又姓
轅	以	鴛	陽	平	玄	車上曲木所以駕馬
猿	以	鴛	陽	平	玄	似猴長臂能笑
𪓣	以	鴛	陽	平	玄	似鼈而大
芫	以	鴛	陽	平	玄	芫荽
萑	以	鴛	陽	平	玄	草名又萑苻澤名
完	以	鴛	陽	平	玄	全也備也結也
鳶	以	鴛	陽	平	玄	鴟類惡鳥
刓	以	鴛	陽	平	玄	剸也割也圓也刓角也
沿	以	鴛	陽	平	玄	循也又從上流而下曰沿
鉛	以	鴛	陽	平	玄	青金也錫類
懸	以	鴛	陽	平	玄	吊起曰懸又懸絕
縣	以	鴛	陽	平	玄	同上【懸】（吊起曰懸又懸絕）
丸	以	鴛	陽	平	玄	彈丸蠟丸
紈	以	鴛	陽	平	玄	綺紈又索也結也
芄	以	鴛	陽	平	玄	蘭屬草名
權	困	鴛	陽	平	權	權勢權柄權變又稱錘也
拳	困	鴛	陽	平	權	屈手也又擎拳懼也又奉持也
惓	困	鴛	陽	平	權	切也謹也
鬈	困	鴛	陽	平	權	鬈髮好也
顴	困	鴛	陽	平	權	面頰骨也
旋	心	鴛	陽	平	旋	轉也遠也
漩	心	鴛	陽	平	旋	水迴轉也
璿	心	鴛	陽	平	旋	美玉
璇	心	鴛	陽	平	旋	同上【璿】（美玉）
鏇	心	鴛	陽	平	旋	鏇轉又酒器
還	心	鴛	陽	平	旋	同旋
痊	心	鴛	陽	平	旋	病愈曰痊
筌	心	鴛	陽	平	旋	裝魚之器
詮	心	鴛	陽	平	旋	懌言也解喻也評論事理也
銓	心	鴛	陽	平	旋	衡也度也
跧	心	鴛	陽	平	旋	伏也
拴	心	鴛	陽	平	旋	揀也
全	清	鴛	陽	平	全	完備也
泉	清	鴛	陽	平	全	源泉有源之水也
存	清	鴛	陽	平	全	留也在也
蹲	清	鴛	陽	平	全	踞也坐也又舞貌
攢	清	鴛	陽	平	全	聚也又攢盒
元	日	鴛	陽	平	元	大也又元首
原	日	鴛	陽	平	元	原本原宥又平原
縓	日	鴛	陽	平	元	染紅黃色
源	日	鴛	陽	平	元	水源
螈	日	鴛	陽	平	元	蟲名
騵	日	鴛	陽	平	元	騮馬白色
嫄	日	鴛	陽	平	元	姜嫄
聯	來	鴛	陽	平	聯	連也續也
鸞	來	鴛	陽	平	聯	鸞鳳
鵉	來	鴛	陽	平	聯	同上【鸞】（鸞鳳）
鑾	來	鴛	陽	平	聯	鈴也在鑣曰鑾又帝駕曰鑾駕
銮	來	鴛	陽	平	聯	同上【鑾】（鈴也在鑣曰鑾又帝駕曰鑾駕）
船	審	鴛	陽	平	船	舟行
舡	審	鴛	陽	平	船	同上【船】（舟行）
傳	穿	鴛	陽	平	傳	傳授傳布傳遞又續也
豚	透	鴛	陽	平	豚	豬也
漙	透	鴛	陽	平	豚	露多貌
屯	透	鴛	陽	平	豚	聚也又屯田
臀	透	鴛	陽	平	豚	腿也
團	透	鴛	陽	平	豚	團圓又私聚也
摶	透	鴛	陽	平	豚	挽回也掜聚也
婉	以	鴛	陰	上	婉	婉慱柔順也美也
苑	以	鴛	陰	上	婉	猶院也所以養獸又文貌又姓
琬	以	鴛	陰	上	婉	琬琰玉名
捥	以	鴛	陰	上	婉	同上又握也(琬琰玉名）
喘	穿	鴛	陰	上	喘	氣緊
舛	穿	鴛	陰	上	喘	差謬也錯亂也
竄	穿	鴛	陰	上	喘	驅逐也
攛	穿	鴛	陰	上	喘	擲也
卷	古	鴛	陰	上	卷	書卷又收也
捲	古	鴛	陰	上	卷	收也束也
損	心	鴛	陰	上	損	減也傷也貶也失也
撰	心	鴛	陰	上	損	具也又音綻
僎	心	鴛	陰	上	損	具也類也
選	心	鴛	陰	上	損	擇也
犬	曉	鴛	陰	上	犬	狗也
畎	曉	鴛	陰	上	犬	田中溝也
𤱶	曉	鴛	陰	上	犬	𤱶畝
轉	照	鴛	陰	上	轉	轉動轉運旋轉
囀	照	鴛	陰	上	轉	鶯聲
纘	精	鴛	陰	上	纘	繫也集也
纂	精	鴛	陰	上	纘	編緝也
繤	精	鴛	陰	上	纘	巾屬
樽	精	鴛	陰	上	纘	樽節用財有節制也
忖	清	鴛	陰	上	忖	村上聲思也度也
爨	清	鴛	陰	上	忖	炊也
短	端	鴛	陰	上	短	不長也促也
遠	以	鴛	陽	上	遠	遠近路遠久遠又遐也廣也
薳	以	鴛	陽	上	遠	木之芽也又音委與蔿同
阮	日	鴛	陽	上	阮	國名又姓
軟	日	鴛	陽	上	阮	柔也
輭	日	鴛	陽	上	阮	同上【軟】（柔也）
耎	日	鴛	陽	上	阮	X
撋	日	鴛	陽	上	阮	推洗衣服之義
吮	審	鴛	陽	上	吮	深遠切以口啐之也
煖	泥	鴛	陽	上	煖	溫也火溫從火
暖	泥	鴛	陽	上	煖	亦溫也日溫從日
餪	泥	鴛	陽	上	煖	女嫁三日而送酒食曰餪女
噂	清	鴛	陽	上	噂	存上聲沓聚語也
鱒	清	鴛	陽	上	噂	赤目魚
怨	以	鴛	陰	去	怨	讎也悲也恨也
勸	曉	鴛	陰	去	勸	勉也獎也
劝	曉	鴛	陰	去	勸	同上【勸】（勉也獎也）
劵	曉	鴛	陰	去	勸	契也約也
絢	曉	鴛	陰	去	勸	文彩也
眷	古	鴛	陰	去	眷	親屬也又顧也念也
綣	古	鴛	陰	去	眷	繾綣不相離也又謹厚也
絹	古	鴛	陰	去	眷	綾絹絲屬
罥	古	鴛	陰	去	眷	捆罣也綰也又縛之義
睠	古	鴛	陰	去	眷	反顧也
駽	古	鴛	陰	去	眷	馬青驪色曰駽即鐵騘也
卷	古	鴛	陰	去	眷	𦳮卷
寸	清	鴛	陰	去	寸	分寸
筭	心	鴛	陰	去	筭	筭數計也籌也
算	心	鴛	陰	去	筭	同上【筭】（筭數計也籌也）
蒜	心	鴛	陰	去	筭	葷菜五辛之一
鍛	端	鴛	陰	去	鍛	端去聲錘鍊也
煅	端	鴛	陰	去	鍛	火煉
斷	端	鴛	陰	去	鍛	決斷
断	端	鴛	陰	去	鍛	同上【斷】（決斷）
鑽	精	鴛	陰	去	鑽	尊去聲以鐵爲之所以穿物孔
串	穿	鴛	陰	去	串	穿也貫也
釧	穿	鴛	陰	去	串	釵釧手鈪也
縣	以	鴛	陽	去	縣	邑也
院	以	鴛	陽	去	縣	深宅也又寏院
媛	以	鴛	陽	去	縣	姜女也
瑗	以	鴛	陽	去	縣	大孔璧又人名𨙊瑗
願	日	鴛	陽	去	願	欲也思念也覬望也
愿	日	鴛	陽	去	願	愿欲又謹厚也又慤也
狷	古	鴛	陽	去	狷	狂狷才不足而守有餘也又褊急也
倦	古	鴛	陽	去	狷	疲也懈也勞也
獧	古	鴛	陽	去	狷	與狷同又疾也輕也
篆	心	鴛	陽	去	篆	旋去聲篆字又香篆又盤曲貌
瑑	心	鴛	陽	去	篆	圭璧上起文也
選	心	鴛	陽	去	篆	除官曰選
戀	來	鴛	陽	去	戀	眷也慕也
恋	來	鴛	陽	去	戀	同上【戀】（眷也慕也）
亂	來	鴛	陽	去	戀	不治也又樂之卒章曰亂
乱	來	鴛	陽	去	戀	同上【亂】（不治也又樂之卒章曰亂）
糺	來	鴛	陽	去	戀	同上古字(不治也又樂之卒章曰亂）
段	端	鴛	陽	去	段	坵段片段
緞	端	鴛	陽	去	段	綢緞
斷	端	鴛	陽	去	段	斷絕截剪也
嫩	泥	鴛	陽	去	嫩	鳥亂切少好貌
傳	照	鴛	陽	去	傳	執愿切古書曰傳
乙	以	鴛	陰	入	乙	甲乙干名也
曰	以	鴛	陰	入	乙	言也謂也稱也
鳦	以	鴛	陰	入	乙	燕也
決	困	鴛	陰	入	決	斷也殺也水流行也
訣	困	鴛	陰	入	決	法術也又訣別
玦	困	鴛	陰	入	決	佩玉似環者又弓指也
厥	困	鴛	陰	入	決	其也
蕨	困	鴛	陰	入	決	蕨薇草名
劂	困	鴛	陰	入	決	剞劂曲刀也
蟨	困	鴛	陰	入	決	獸名
橜	困	鴛	陰	入	決	我也
拙	照	鴛	陰	入	拙	不巧也蠢拙
梲	照	鴛	陰	入	拙	梁上短柱
綴	照	鴛	陰	入	拙	聯也又舞列也又止也禮記兆舒疾樂之文也
輟	照	鴛	陰	入	拙	作輟止也
掇	照	鴛	陰	入	拙	採也拾也
啜	照	鴛	陰	入	拙	餔啜飲也嘗也
惙	照	鴛	陰	入	拙	憂也
罬	照	鴛	陰	入	拙	罦也施網于巾上以掩兔也
剟	照	鴛	陰	入	拙	取也
血	曉	鴛	陰	入	血	血氣
缺	曉	鴛	陰	入	血	虧也破也少也玷也
觖	曉	鴛	陰	入	血	觖望猶怨望也
闕	曉	鴛	陰	入	血	公門也又空也失也
劣	來	鴛	陰	入	劣	下也弱也鄙也
埒	來	鴛	陰	入	劣	卑垣也山上有水曰埒有封道曰埒又與之相等曰埒
捋	來	鴛	陰	入	劣	以手持取之也
雪	心	鴛	陰	入	雪	霜雪又洗恥申冤曰雪
脫	透	鴛	陰	入	脫	脫略解脫又遺脫又或然之詞
說	審	鴛	陰	入	說	升決切論說解說又訓也述也又所論之謂也
